ID,Battle ID,Battle Type,Battle Type ID,Battle Name,Game platform,Missions,Release date,Last updated,Creator(s),Average rating,Reviews,Bug reports,Times completed,Patches used,Patch IDs,Battle URL,Download Link,Folder Location,Filename,Path,Ship Type,Flight Group Name
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre1.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre1.tie,Assault Gunboat,Krayt
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre2.tie,TIE Advanced,Avenger
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre3.tie,TIE Advanced,Avenger
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre3.tie,Assault Gunboat,Asp
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre4.tie,TIE Advanced,Avenger
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre4.tie,TIE Interceptor,Viper
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre5.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre5.tie,TIE Advanced,Avenger
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre5.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre5.tie,Assault Gunboat,Cobra
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre6.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre6.tie,TIE Advanced,Avenger
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre6.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre6.tie,Assault Gunboat,Cobra
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre7.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre7.tie,TIE Interceptor,Avenger
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre7.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre7.tie,TIE Interceptor,Krayt
556,XvT-TC 16,XvT-TC,16,Deep strike at K'atalla,X-Wing vs. TIE Fighter,7,8/31/2001,2/22/2009,COL E. Tarkin,3,15,2,277,None,,https://tc.emperorshammer.org/download.php?id=556&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC16.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC16,dsintre7.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC16\dsintre7.tie,TIE Interceptor,Cobra
557,TIE-TC 180,TIE-TC,180,The Virus,TIE Fighter,5,8/31/2001,9/9/2003,CM Edvard,2.1,7,0,84,None,,https://tc.emperorshammer.org/download.php?id=557&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC180.zip,C:\Users\kevin\Documents\Projects\EH\TIETC180,virus1.tie,C:\Users\kevin\Documents\Projects\EH\TIETC180\virus1.tie,TIE Advanced,Reaver
557,TIE-TC 180,TIE-TC,180,The Virus,TIE Fighter,5,8/31/2001,9/9/2003,CM Edvard,2.1,7,0,84,None,,https://tc.emperorshammer.org/download.php?id=557&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC180.zip,C:\Users\kevin\Documents\Projects\EH\TIETC180,virus2.tie,C:\Users\kevin\Documents\Projects\EH\TIETC180\virus2.tie,TIE Defender,Reaver
557,TIE-TC 180,TIE-TC,180,The Virus,TIE Fighter,5,8/31/2001,9/9/2003,CM Edvard,2.1,7,0,84,None,,https://tc.emperorshammer.org/download.php?id=557&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC180.zip,C:\Users\kevin\Documents\Projects\EH\TIETC180,virus3.tie,C:\Users\kevin\Documents\Projects\EH\TIETC180\virus3.tie,Assault Gunboat,Reaver
557,TIE-TC 180,TIE-TC,180,The Virus,TIE Fighter,5,8/31/2001,9/9/2003,CM Edvard,2.1,7,0,84,None,,https://tc.emperorshammer.org/download.php?id=557&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC180.zip,C:\Users\kevin\Documents\Projects\EH\TIETC180,virus4.tie,C:\Users\kevin\Documents\Projects\EH\TIETC180\virus4.tie,TIE Defender,Reaver I
557,TIE-TC 180,TIE-TC,180,The Virus,TIE Fighter,5,8/31/2001,9/9/2003,CM Edvard,2.1,7,0,84,None,,https://tc.emperorshammer.org/download.php?id=557&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC180.zip,C:\Users\kevin\Documents\Projects\EH\TIETC180,virus5.tie,C:\Users\kevin\Documents\Projects\EH\TIETC180\virus5.tie,TIE Defender,Reaver I
558,TIE-TC 181,TIE-TC,181,Gladiator,TIE Fighter,4,8/31/2001,9/10/2003,Jack,3.1,7,0,158,None,,https://tc.emperorshammer.org/download.php?id=558&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC181.zip,C:\Users\kevin\Documents\Projects\EH\TIETC181,B1M1FM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC181\B1M1FM.TIE,TIE Fighter,Maximus
558,TIE-TC 181,TIE-TC,181,Gladiator,TIE Fighter,4,8/31/2001,9/10/2003,Jack,3.1,7,0,158,None,,https://tc.emperorshammer.org/download.php?id=558&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC181.zip,C:\Users\kevin\Documents\Projects\EH\TIETC181,B1M2FM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC181\B1M2FM.TIE,TIE Interceptor,Maximus
558,TIE-TC 181,TIE-TC,181,Gladiator,TIE Fighter,4,8/31/2001,9/10/2003,Jack,3.1,7,0,158,None,,https://tc.emperorshammer.org/download.php?id=558&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC181.zip,C:\Users\kevin\Documents\Projects\EH\TIETC181,B1M3FM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC181\B1M3FM.TIE,TIE Defender,Maximus
558,TIE-TC 181,TIE-TC,181,Gladiator,TIE Fighter,4,8/31/2001,9/10/2003,Jack,3.1,7,0,158,None,,https://tc.emperorshammer.org/download.php?id=558&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC181.zip,C:\Users\kevin\Documents\Projects\EH\TIETC181,B1M4FM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC181\B1M4FM.TIE,Missile Boat,Maximus
559,TIE-TC 182,TIE-TC,182,Get To Work!,TIE Fighter,5,8/31/2001,3/22/2009,COL Scoser,3.8,4,1,113,EH Ship Patch for TIE '95 | Fly Rebel Fighters,231|344,https://tc.emperorshammer.org/download.php?id=559&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC182.zip,C:\Users\kevin\Documents\Projects\EH\TIETC182,B1M1FM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC182\B1M1FM.TIE,TIE Advanced,Hammer III
559,TIE-TC 182,TIE-TC,182,Get To Work!,TIE Fighter,5,8/31/2001,3/22/2009,COL Scoser,3.8,4,1,113,EH Ship Patch for TIE '95 | Fly Rebel Fighters,231|344,https://tc.emperorshammer.org/download.php?id=559&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC182.zip,C:\Users\kevin\Documents\Projects\EH\TIETC182,B1M2FM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC182\B1M2FM.TIE,TIE Advanced,Slave
559,TIE-TC 182,TIE-TC,182,Get To Work!,TIE Fighter,5,8/31/2001,3/22/2009,COL Scoser,3.8,4,1,113,EH Ship Patch for TIE '95 | Fly Rebel Fighters,231|344,https://tc.emperorshammer.org/download.php?id=559&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC182.zip,C:\Users\kevin\Documents\Projects\EH\TIETC182,B1M3BM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC182\B1M3BM.TIE,A-Wing,Mazuno II
559,TIE-TC 182,TIE-TC,182,Get To Work!,TIE Fighter,5,8/31/2001,3/22/2009,COL Scoser,3.8,4,1,113,EH Ship Patch for TIE '95 | Fly Rebel Fighters,231|344,https://tc.emperorshammer.org/download.php?id=559&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC182.zip,C:\Users\kevin\Documents\Projects\EH\TIETC182,B1M4IM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC182\B1M4IM.TIE,A-Wing,Mazuno I
559,TIE-TC 182,TIE-TC,182,Get To Work!,TIE Fighter,5,8/31/2001,3/22/2009,COL Scoser,3.8,4,1,113,EH Ship Patch for TIE '95 | Fly Rebel Fighters,231|344,https://tc.emperorshammer.org/download.php?id=559&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/TC/TIETC182.zip,C:\Users\kevin\Documents\Projects\EH\TIETC182,B1M5GM.TIE,C:\Users\kevin\Documents\Projects\EH\TIETC182\B1M5GM.TIE,A-Wing,Mazuno I
560,TIE-F 159,TIE-F,159,Learn from the Past,TIE Fighter,1,8/31/2001,9/10/2003,COL Beef,3.7,3,0,81,None,,https://tc.emperorshammer.org/download.php?id=560&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/free/TIEF159.zip,C:\Users\kevin\Documents\Projects\EH\TIEF159,Past.tie,C:\Users\kevin\Documents\Projects\EH\TIEF159\Past.tie,TIE Interceptor,T-Zeta 3
561,TIE-F 160,TIE-F,160,Colossus,TIE Fighter,1,8/31/2001,9/10/2003,COL Absolut Vodka,3.8,6,0,122,None,,https://tc.emperorshammer.org/download.php?id=561&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/free/TIEF160.zip,C:\Users\kevin\Documents\Projects\EH\TIEF160,goldrush.tie,C:\Users\kevin\Documents\Projects\EH\TIEF160\goldrush.tie,TIE Advanced,Mu
562,TIE-F 161,TIE-F,161,Midnight Raid!,TIE Fighter,1,8/31/2001,9/10/2003,LT Kaek,4.7,3,0,102,None,,https://tc.emperorshammer.org/download.php?id=562&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/free/TIEF161.zip,C:\Users\kevin\Documents\Projects\EH\TIEF161,midnight.tie,C:\Users\kevin\Documents\Projects\EH\TIEF161\midnight.tie,Assault Gunboat,Raid
563,TIE-F 162,TIE-F,162,The Trophy,TIE Fighter,1,8/31/2001,9/10/2003,Jakar,3,7,0,70,None,,https://tc.emperorshammer.org/download.php?id=563&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/free/TIEF162.zip,C:\Users\kevin\Documents\Projects\EH\TIEF162,B1M1FM.TIE,C:\Users\kevin\Documents\Projects\EH\TIEF162\B1M1FM.TIE,TIE Defender,Alpha
564,XvT-F 44,XvT-F,44,ViB Prologue XV,X-Wing vs. TIE Fighter,1,8/31/2001,11/3/2012,HA Ender mBind,2.5,4,0,56,EH Ship Patch for XvT | Toscan Fighter | M/FRT the Luggage,8|111|6,https://tc.emperorshammer.org/download.php?id=564&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/free/XvTF44.zip,C:\Users\kevin\Documents\Projects\EH\XvTF44,VIBFX2TI.TIE,C:\Users\kevin\Documents\Projects\EH\XvTF44\VIBFX2TI.TIE,TIE Interceptor,Echo 1 -
564,XvT-F 44,XvT-F,44,ViB Prologue XV,X-Wing vs. TIE Fighter,1,8/31/2001,11/3/2012,HA Ender mBind,2.5,4,0,56,EH Ship Patch for XvT | Toscan Fighter | M/FRT the Luggage,8|111|6,https://tc.emperorshammer.org/download.php?id=564&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/free/XvTF44.zip,C:\Users\kevin\Documents\Projects\EH\XvTF44,VIBFX2TI.TIE,C:\Users\kevin\Documents\Projects\EH\XvTF44\VIBFX2TI.TIE,TIE Defender,Wasp 2 -
564,XvT-F 44,XvT-F,44,ViB Prologue XV,X-Wing vs. TIE Fighter,1,8/31/2001,11/3/2012,HA Ender mBind,2.5,4,0,56,EH Ship Patch for XvT | Toscan Fighter | M/FRT the Luggage,8|111|6,https://tc.emperorshammer.org/download.php?id=564&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/free/XvTF44.zip,C:\Users\kevin\Documents\Projects\EH\XvTF44,VIBFX2TI.TIE,C:\Users\kevin\Documents\Projects\EH\XvTF44\VIBFX2TI.TIE,Toscan Fighter,Mantis 3 -
564,XvT-F 44,XvT-F,44,ViB Prologue XV,X-Wing vs. TIE Fighter,1,8/31/2001,11/3/2012,HA Ender mBind,2.5,4,0,56,EH Ship Patch for XvT | Toscan Fighter | M/FRT the Luggage,8|111|6,https://tc.emperorshammer.org/download.php?id=564&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/free/XvTF44.zip,C:\Users\kevin\Documents\Projects\EH\XvTF44,VIBFX2TI.TIE,C:\Users\kevin\Documents\Projects\EH\XvTF44\VIBFX2TI.TIE,TIE Bomber,Echo 2 -
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel1.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel1.tie,Assault Gunboat,Crusader 1
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel1.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel1.tie,Assault Gunboat,Crusader 2
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel1.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel1.tie,TIE Advanced,Crusader 5
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel1.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel1.tie,TIE Advanced,Crusader 9
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel2.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel2.tie,Assault Gunboat,Crusader 1
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel2.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel2.tie,Assault Gunboat,Crusader 2
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel2.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel2.tie,TIE Advanced,Crusader 5
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel2.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel2.tie,TIE Advanced,Crusader 9
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel3.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel3.tie,Assault Gunboat,Crusader 1
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel3.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel3.tie,Assault Gunboat,Crusader 2
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel3.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel3.tie,Assault Gunboat,Crusader 3
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel3.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel3.tie,Assault Gunboat,Crusader 4
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel4.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel4.tie,Assault Gunboat,Crusader 1
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel4.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel4.tie,Assault Gunboat,Crusader 2
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel4.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel4.tie,Assault Gunboat,Crusader 3
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel4.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel4.tie,Assault Gunboat,Crusader 4
565,BoP-TC 6,BoP-TC,6,Unexpected Treachery,XvT - Balance of Power,5,8/31/2001,2/28/2009,FA Marcin Szydlowski,2.2,11,1,89,None,,https://tc.emperorshammer.org/download.php?id=565&type=info,https://tc.emperorshammer.org/downloads/battles/BoP/TC/BoPTC6.zip,C:\Users\kevin\Documents\Projects\EH\BoPTC6,rebazel5.tie,C:\Users\kevin\Documents\Projects\EH\BoPTC6\rebazel5.tie,Assault Gunboat,Crusader 1 - 
566,XWA-F 27,XWA-F,27,Rescue Praetorian,X-Wing Alliance,1,8/31/2001,9/10/2003,COL RogueWing,3.4,11,1,134,None,,https://tc.emperorshammer.org/download.php?id=566&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF27.zip,C:\Users\kevin\Documents\Projects\EH\XWAF27,1B8M1EH.tie,C:\Users\kevin\Documents\Projects\EH\XWAF27\1B8M1EH.tie,TIE Advanced,Ghost
567,XWA-F 28,XWA-F,28,Rain Down Retribution,X-Wing Alliance,1,8/31/2001,9/10/2003,COL RogueWing,2.8,9,1,107,None,,https://tc.emperorshammer.org/download.php?id=567&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF28.zip,C:\Users\kevin\Documents\Projects\EH\XWAF28,1b8m1MET.tie,C:\Users\kevin\Documents\Projects\EH\XWAF28\1b8m1MET.tie,TIE Advanced,Ghost
568,XWA-F 29,XWA-F,29,Operation TakeDown,X-Wing Alliance,1,8/31/2001,9/10/2003,COL RogueWing,4.4,8,0,171,None,,https://tc.emperorshammer.org/download.php?id=568&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF29.zip,C:\Users\kevin\Documents\Projects\EH\XWAF29,1b8m1wPHTM.tie,C:\Users\kevin\Documents\Projects\EH\XWAF29\1b8m1wPHTM.tie,TIE Interceptor,Phantom
569,XWA-F 30,XWA-F,30,Capture the M/FRG Hound,X-Wing Alliance,1,8/31/2001,11/3/2012,MAJ CrazyR2,3.9,9,0,126,None,,https://tc.emperorshammer.org/download.php?id=569&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF30.zip,C:\Users\kevin\Documents\Projects\EH\XWAF30,1b8m1x.tie,C:\Users\kevin\Documents\Projects\EH\XWAF30\1b8m1x.tie,TIE Advanced,Vortex
570,XWA-F 31,XWA-F,31,Capture Corvette Group,X-Wing Alliance,1,8/31/2001,11/3/2012,COL RogueWing,2.5,4,0,75,TIE Praetor,396,https://tc.emperorshammer.org/download.php?id=570&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF31.zip,C:\Users\kevin\Documents\Projects\EH\XWAF31,1b8m1RW.tie,C:\Users\kevin\Documents\Projects\EH\XWAF31\1b8m1RW.tie,TIE Praetor,Ghost
571,XWA-F 32,XWA-F,32,Attack on the SSD Avenger,X-Wing Alliance,1,8/31/2001,11/3/2012,AD Xanos Goatham Zorrixor,2.6,9,0,159,Sovereign-class Super Star Destroyer,385,https://tc.emperorshammer.org/download.php?id=571&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF32.zip,C:\Users\kevin\Documents\Projects\EH\XWAF32,1B8M1AvengerFury.tie,C:\Users\kevin\Documents\Projects\EH\XWAF32\1B8M1AvengerFury.tie,TIE Advanced,Fury 1
